id,title,content,document_type,category,tags,metadata,created_at,updated_at,is_active
6706cc03-149d-441e-a39b-60f407e7bf2e,Interview Invite Emails — Structure & Tone,"**Context**
This entry provides a detailed framework on Interview Invite Emails — Structure & Tone. It explores how this approach applies in higher education admissions.

**Framework**
Step-by-step breakdown adapted for HE recruitment and admissions.

**Scripts**
Sample advisor phrases and email copy that can be adapted.

**Pitfalls**
Common mistakes to avoid when applying this method in HE admissions.

**Next Steps**
Clear actions advisors should take to integrate this into their workflow.",best_practice,Comms,"[""email"", ""interview"", ""invite"", ""cadence""]","{""source_urls"": []}",2025-09-16 14:38:52+00,2025-09-16 14:38:52+00,True
a9f190d0-d1fa-4e50-bfa6-e889eea9b0a2,Offer Conversion Emails — From Conditional to Acceptance,"**Context**
This entry provides a detailed framework on Offer Conversion Emails — From Conditional to Acceptance. It explores how this approach applies in higher education admissions.

**Framework**
Step-by-step breakdown adapted for HE recruitment and admissions.

**Scripts**
Sample advisor phrases and email copy that can be adapted.

**Pitfalls**
Common mistakes to avoid when applying this method in HE admissions.

**Next Steps**
Clear actions advisors should take to integrate this into their workflow.",best_practice,Comms,"[""email"", ""offer"", ""conversion"", ""acceptance""]","{""source_urls"": []}",2025-09-16 14:38:52+00,2025-09-16 14:38:52+00,True
f014852a-680c-498a-9b39-96ef521d3ab5,Scholarship/Bursary Outreach Emails — Best Practice,"**Context**
This entry provides a detailed framework on Scholarship/Bursary Outreach Emails — Best Practice. It explores how this approach applies in higher education admissions.

**Framework**
Step-by-step breakdown adapted for HE recruitment and admissions.

**Scripts**
Sample advisor phrases and email copy that can be adapted.

**Pitfalls**
Common mistakes to avoid when applying this method in HE admissions.

**Next Steps**
Clear actions advisors should take to integrate this into their workflow.",best_practice,Comms,"[""scholarship"", ""bursary"", ""email"", ""outreach""]","{""source_urls"": []}",2025-09-16 14:38:52+00,2025-09-16 14:38:52+00,True
718ba9f5-6d93-48c1-a2db-5bb070ea8491,Re-Engagement After Offer — Multi-Channel Strategy,"**Context**
This entry provides a detailed framework on Re-Engagement After Offer — Multi-Channel Strategy. It explores how this approach applies in higher education admissions.

**Framework**
Step-by-step breakdown adapted for HE recruitment and admissions.

**Scripts**
Sample advisor phrases and email copy that can be adapted.

**Pitfalls**
Common mistakes to avoid when applying this method in HE admissions.

**Next Steps**
Clear actions advisors should take to integrate this into their workflow.",best_practice,Comms,"[""reengagement"", ""offer"", ""multi_channel"", ""email"", ""sms""]","{""source_urls"": []}",2025-09-16 14:38:52+00,2025-09-16 14:38:52+00,True
21729386-4f6e-441f-8ec1-6933b7edb90f,GDPR & Consent in Outreach — Compliance Guide,"**Context**
This entry provides a detailed framework on GDPR & Consent in Outreach — Compliance Guide. It explores how this approach applies in higher education admissions.

**Framework**
Step-by-step breakdown adapted for HE recruitment and admissions.

**Scripts**
Sample advisor phrases and email copy that can be adapted.

**Pitfalls**
Common mistakes to avoid when applying this method in HE admissions.

**Next Steps**
Clear actions advisors should take to integrate this into their workflow.",policy,Regulatory,"[""gdpr"", ""consent"", ""email"", ""outreach""]","{""source_urls"": [""https://ico.org.uk""]}",2025-09-16 14:38:52+00,2025-09-16 14:38:52+00,True
e07b5dd4-7133-47d0-9f8c-75c48588c897,Parents/Guardians as Decision Influencers — Ethical Engagement,"**Context**
This entry provides a detailed framework on Parents/Guardians as Decision Influencers — Ethical Engagement. It explores how this approach applies in higher education admissions.

**Framework**
Step-by-step breakdown adapted for HE recruitment and admissions.

**Scripts**
Sample advisor phrases and email copy that can be adapted.

**Pitfalls**
Common mistakes to avoid when applying this method in HE admissions.

**Next Steps**
Clear actions advisors should take to integrate this into their workflow.",best_practice,Comms,"[""parents"", ""guardians"", ""influence"", ""ethical""]","{""source_urls"": []}",2025-09-16 14:38:52+00,2025-09-16 14:38:52+00,True
b7c993a1-e50e-4fbe-a043-09e201cc5bf0,Teacher/Advisor Engagement — Turning Referees into Champions,"**Context**
This entry provides a detailed framework on Teacher/Advisor Engagement — Turning Referees into Champions. It explores how this approach applies in higher education admissions.

**Framework**
Step-by-step breakdown adapted for HE recruitment and admissions.

**Scripts**
Sample advisor phrases and email copy that can be adapted.

**Pitfalls**
Common mistakes to avoid when applying this method in HE admissions.

**Next Steps**
Clear actions advisors should take to integrate this into their workflow.",best_practice,Comms,"[""teachers"", ""referees"", ""champions"", ""engagement""]","{""source_urls"": []}",2025-09-16 14:38:52+00,2025-09-16 14:38:52+00,True
09cf1afa-1a8a-4c49-9e08-3b4408533903,Pre-Application Nurture Cadence — Warm Leads to Applicants,"**Context**
This entry provides a detailed framework on Pre-Application Nurture Cadence — Warm Leads to Applicants. It explores how this approach applies in higher education admissions.

**Framework**
Step-by-step breakdown adapted for HE recruitment and admissions.

**Scripts**
Sample advisor phrases and email copy that can be adapted.

**Pitfalls**
Common mistakes to avoid when applying this method in HE admissions.

**Next Steps**
Clear actions advisors should take to integrate this into their workflow.",best_practice,Comms,"[""nurture"", ""pre_application"", ""cadence"", ""email""]","{""source_urls"": []}",2025-09-16 14:38:52+00,2025-09-16 14:38:52+00,True
27577a5f-c602-478e-9a2c-04f2aaf6541a,Post-Offer Silence — Recovery Framework,"**Context**
This entry provides a detailed framework on Post-Offer Silence — Recovery Framework. It explores how this approach applies in higher education admissions.

**Framework**
Step-by-step breakdown adapted for HE recruitment and admissions.

**Scripts**
Sample advisor phrases and email copy that can be adapted.

**Pitfalls**
Common mistakes to avoid when applying this method in HE admissions.

**Next Steps**
Clear actions advisors should take to integrate this into their workflow.",best_practice,Comms,"[""post_offer"", ""silence"", ""recovery"", ""framework""]","{""source_urls"": []}",2025-09-16 14:38:52+00,2025-09-16 14:38:52+00,True
51766d04-c5b4-4c62-906c-364945a11819,Enrolment Countdown Emails — Onboarding & Conversion,"**Context**
This entry provides a detailed framework on Enrolment Countdown Emails — Onboarding & Conversion. It explores how this approach applies in higher education admissions.

**Framework**
Step-by-step breakdown adapted for HE recruitment and admissions.

**Scripts**
Sample advisor phrases and email copy that can be adapted.

**Pitfalls**
Common mistakes to avoid when applying this method in HE admissions.

**Next Steps**
Clear actions advisors should take to integrate this into their workflow.",best_practice,Comms,"[""enrolment"", ""countdown"", ""onboarding"", ""conversion""]","{""source_urls"": []}",2025-09-16 14:38:52+00,2025-09-16 14:38:52+00,True
